site_id,date,fc_cloud_mean,fc_cloud_max,fc_clear_hours,fc_rh_mean,fc_wind_max,fc_precip_sum,month_sin,month_cos,site_light,era5_cloud_mean,era5_clear_hours,nasa_power_daily_cloud,clear_night
mosul,2024-02-01,96.0,100,0,67.6,7.3,0.0,0.866,0.5,0.25,80.9,1,28.16,0
mosul,2024-02-02,17.7,50,6,75.3,5.1,0.0,0.866,0.5,0.25,1.5,10,25.52,1
mosul,2024-02-03,55.4,100,4,70.9,3.2,1.5,0.866,0.5,0.25,58.1,2,48.77,0
mosul,2024-02-04,95.8,100,0,88.1,7.4,0.4,0.866,0.5,0.25,65.4,2,85.8,0
mosul,2024-02-05,89.7,99,0,91.5,6.2,3.2,0.866,0.5,0.25,81.7,1,99.38,0
mosul,2024-02-06,91.6,100,0,79.3,3.8,0.0,0.866,0.5,0.25,68.9,2,76.69,0
mosul,2024-02-07,61.6,71,0,84.9,3.4,0.0,0.866,0.5,0.25,14.6,7,60.54,1
mosul,2024-02-08,60.0,100,1,85.3,2.3,0.0,0.866,0.5,0.25,45.4,4,50.76,0
mosul,2024-02-09,78.6,100,0,77.3,3.7,0.6,0.866,0.5,0.25,83.3,0,64.08,0
mosul,2024-02-10,81.2,99,0,78.0,12.5,0.1,0.866,0.5,0.25,4.3,10,69.13,1
mosul,2024-02-11,0.0,0,10,70.4,7.3,0.0,0.866,0.5,0.25,0.0,10,3.32,1
mosul,2024-02-12,99.9,100,0,77.9,5.4,0.0,0.866,0.5,0.25,100.0,0,53.62,0
mosul,2024-02-13,100.0,100,0,65.1,7.0,0.0,0.866,0.5,0.25,99.9,0,98.77,0
mosul,2024-02-14,100.0,100,0,88.4,26.2,15.0,0.866,0.5,0.25,98.9,0,99.63,0
mosul,2024-02-15,87.9,100,0,93.4,7.0,0.1,0.866,0.5,0.25,40.9,6,74.21,1
mosul,2024-02-16,99.9,100,0,89.4,10.5,5.4,0.866,0.5,0.25,99.7,0,84.05,0
mosul,2024-02-17,94.2,100,0,91.3,4.9,4.0,0.866,0.5,0.25,67.5,1,98.36,0
mosul,2024-02-18,23.2,70,7,88.9,3.6,0.0,0.866,0.5,0.25,7.8,9,52.47,1
mosul,2024-02-19,48.8,98,2,81.1,6.8,0.0,0.866,0.5,0.25,35.6,6,53.01,1
mosul,2024-02-20,19.5,47,5,90.2,3.8,0.0,0.866,0.5,0.25,3.9,10,48.14,1
mosul,2024-02-21,0.0,0,10,84.8,6.9,0.0,0.866,0.5,0.25,4.0,10,27.98,1
mosul,2024-02-22,55.2,95,2,76.3,3.9,0.3,0.866,0.5,0.25,40.4,6,15.19,1
mosul,2024-02-23,94.4,100,0,74.0,5.5,0.0,0.866,0.5,0.25,100.0,0,94.42,0
mosul,2024-02-24,22.1,100,8,75.5,5.9,0.0,0.866,0.5,0.25,25.5,7,82.98,1
mosul,2024-02-25,56.3,89,2,38.1,23.1,0.0,0.866,0.5,0.25,62.9,2,12.8,0
mosul,2024-02-26,2.0,13,10,44.5,6.9,0.0,0.866,0.5,0.25,28.8,6,2.86,1
mosul,2024-02-27,11.0,36,8,27.3,8.7,0.0,0.866,0.5,0.25,0.1,10,14.43,1
mosul,2024-02-28,0.0,0,10,54.1,4.7,0.0,0.866,0.5,0.25,0.1,10,4.12,1
mosul,2024-02-29,0.0,0,10,57.9,3.3,0.0,0.866,0.5,0.25,0.0,10,1.76,1
mosul,2024-03-01,8.1,48,8,65.0,4.1,0.0,1.0,0.0,0.25,49.0,5,19.86,0
mosul,2024-03-02,54.6,100,4,50.2,3.1,0.0,1.0,0.0,0.25,27.8,7,29.57,1
mosul,2024-03-03,39.1,69,3,60.3,7.5,0.0,1.0,0.0,0.25,87.3,0,68.8,0
mosul,2024-03-04,0.0,0,10,63.7,5.6,0.0,1.0,0.0,0.25,0.0,10,32.85,1
mosul,2024-03-05,2.1,14,10,64.6,3.9,0.0,1.0,0.0,0.25,0.0,10,10.87,1
mosul,2024-03-06,82.2,100,1,70.8,15.1,2.7,1.0,0.0,0.25,56.9,0,55.3,0
mosul,2024-03-07,27.4,71,5,84.5,5.9,0.0,1.0,0.0,0.25,2.4,10,49.44,1
mosul,2024-03-08,54.5,90,2,67.9,4.0,0.0,1.0,0.0,0.25,8.6,9,21.21,1
mosul,2024-03-09,74.4,98,0,76.3,8.4,0.0,1.0,0.0,0.25,38.2,4,67.48,0
mosul,2024-03-10,5.6,37,9,81.0,8.2,0.0,1.0,0.0,0.25,43.5,5,38.69,0
mosul,2024-03-11,3.7,21,10,61.9,7.2,0.0,1.0,0.0,0.25,1.3,10,16.99,1
mosul,2024-03-12,11.0,87,9,61.8,3.1,0.0,1.0,0.0,0.25,25.1,7,7.46,1
mosul,2024-03-13,80.8,100,0,61.3,3.3,0.0,1.0,0.0,0.25,91.9,0,35.56,0
mosul,2024-03-14,26.8,65,5,53.3,3.4,0.0,1.0,0.0,0.25,0.8,10,43.77,1
mosul,2024-03-15,13.3,50,7,64.3,21.7,0.0,1.0,0.0,0.25,0.0,10,18.77,1
mosul,2024-03-16,41.1,100,3,69.1,5.6,0.0,1.0,0.0,0.25,14.3,9,12.37,1
mosul,2024-03-17,94.5,100,0,56.8,6.9,0.5,1.0,0.0,0.25,94.1,0,67.97,0
mosul,2024-03-18,100.0,100,0,88.7,19.4,3.9,1.0,0.0,0.25,100.0,0,99.95,0
mosul,2024-03-19,99.4,100,0,86.9,21.3,3.4,1.0,0.0,0.25,89.7,0,99.68,0
mosul,2024-03-20,66.5,96,1,83.3,8.7,0.0,1.0,0.0,0.25,40.8,0,95.38,0
mosul,2024-03-21,93.3,100,0,76.1,9.9,1.6,1.0,0.0,0.25,85.2,0,97.8,0
mosul,2024-03-22,66.6,94,0,92.7,8.7,0.2,1.0,0.0,0.25,60.8,2,90.87,0
mosul,2024-03-23,100.0,100,0,84.3,8.2,0.0,1.0,0.0,0.25,99.5,0,80.69,0
mosul,2024-03-24,100.0,100,0,70.6,14.3,1.8,1.0,0.0,0.25,100.0,0,99.27,0
mosul,2024-03-25,36.5,92,6,64.4,7.2,0.0,1.0,0.0,0.25,26.3,6,46.67,1
mosul,2024-03-26,80.0,100,1,85.9,7.0,1.3,1.0,0.0,0.25,78.3,2,95.09,0
mosul,2024-03-27,82.4,100,0,66.2,5.4,0.0,1.0,0.0,0.25,84.3,1,83.33,0
mosul,2024-03-28,0.0,0,10,79.5,2.9,0.0,1.0,0.0,0.25,0.0,10,31.02,1
mosul,2024-03-29,46.8,100,4,67.4,5.4,0.0,1.0,0.0,0.25,89.5,0,35.04,0
mosul,2024-03-30,0.0,0,10,71.7,4.4,0.0,1.0,0.0,0.25,0.5,10,31.15,1
mosul,2024-03-31,0.0,0,10,72.8,4.5,0.0,1.0,0.0,0.25,0.0,10,19.32,1
mosul,2024-04-01,1.0,5,10,69.8,4.3,0.0,0.866,-0.5,0.25,6.9,9,1.35,1
mosul,2024-04-02,22.9,85,6,61.7,5.1,0.0,0.866,-0.5,0.25,11.1,9,7.86,1
mosul,2024-04-03,21.5,62,6,62.6,5.5,0.0,0.866,-0.5,0.25,16.0,9,10.63,1
mosul,2024-04-04,53.5,90,0,60.2,6.1,0.0,0.866,-0.5,0.25,17.8,6,15.0,1
mosul,2024-04-05,66.0,100,3,65.6,6.7,0.0,0.866,-0.5,0.25,62.2,3,20.45,0
mosul,2024-04-06,100.0,100,0,42.6,28.1,1.0,0.866,-0.5,0.25,93.9,0,73.15,0
mosul,2024-04-07,84.6,100,0,72.7,25.3,0.4,0.866,-0.5,0.25,82.9,1,94.82,0
mosul,2024-04-08,89.6,100,0,65.9,6.9,0.0,0.866,-0.5,0.25,52.4,4,85.92,0
mosul,2024-04-09,100.0,100,0,81.7,24.4,12.7,0.866,-0.5,0.25,88.0,0,69.69,0
mosul,2024-04-10,85.0,100,1,91.2,3.3,0.0,0.866,-0.5,0.25,83.1,1,89.03,0
mosul,2024-04-11,65.3,100,3,75.9,3.3,0.0,0.866,-0.5,0.25,46.6,4,64.65,0
mosul,2024-04-12,64.6,100,1,65.1,9.4,0.0,0.866,-0.5,0.25,14.3,8,15.54,1
mosul,2024-04-13,0.0,0,10,64.3,4.7,0.0,0.866,-0.5,0.25,0.0,10,1.2,1
mosul,2024-04-14,98.7,100,0,56.1,12.8,0.2,0.866,-0.5,0.25,94.6,0,24.56,0
mosul,2024-04-15,21.2,100,8,70.7,10.9,0.0,0.866,-0.5,0.25,2.7,10,74.2,1
mosul,2024-04-16,0.0,0,10,55.3,7.4,0.0,0.866,-0.5,0.25,0.0,10,1.35,1
mosul,2024-04-17,13.9,63,8,51.7,4.6,0.0,0.866,-0.5,0.25,28.6,7,1.0,1
mosul,2024-04-18,22.7,78,5,45.1,4.0,0.0,0.866,-0.5,0.25,2.1,10,2.98,1
mosul,2024-04-19,7.5,55,9,53.8,6.1,0.0,0.866,-0.5,0.25,2.3,10,10.58,1
mosul,2024-04-20,98.9,100,0,44.1,9.8,0.0,0.866,-0.5,0.25,99.9,0,49.77,0
mosul,2024-04-21,3.7,21,10,70.5,4.7,0.0,0.866,-0.5,0.25,0.2,10,76.18,1
mosul,2024-04-22,20.1,100,7,38.7,8.7,0.0,0.866,-0.5,0.25,1.3,10,2.36,1
mosul,2024-04-23,8.8,51,8,43.7,6.8,0.0,0.866,-0.5,0.25,6.0,9,58.21,1
mosul,2024-04-24,2.3,14,10,52.4,5.2,0.0,0.866,-0.5,0.25,1.3,10,51.97,1
mosul,2024-04-25,0.7,3,10,52.8,5.1,0.0,0.866,-0.5,0.25,0.0,10,1.5,1
mosul,2024-04-26,13.8,80,8,43.5,4.8,0.0,0.866,-0.5,0.25,2.9,10,2.01,1
mosul,2024-04-27,75.7,100,0,33.4,9.1,0.0,0.866,-0.5,0.25,0.4,10,4.09,1
mosul,2024-04-28,11.8,69,8,35.2,12.6,0.0,0.866,-0.5,0.25,1.8,10,1.95,1
mosul,2024-04-29,82.0,100,1,40.1,18.2,0.1,0.866,-0.5,0.25,97.0,0,32.59,0
mosul,2024-04-30,98.0,100,0,67.8,14.1,0.0,0.866,-0.5,0.25,96.0,0,96.49,0
mosul,2024-05-01,92.7,100,0,91.3,13.7,3.9,0.5,-0.866,0.25,76.6,1,90.62,0
mosul,2024-05-02,97.5,100,0,92.0,5.2,10.2,0.5,-0.866,0.25,86.2,0,90.83,0
mosul,2024-05-03,94.4,100,0,88.9,15.7,13.3,0.5,-0.866,0.25,41.7,7,95.12,1
mosul,2024-05-04,68.3,100,0,79.2,17.0,0.0,0.5,-0.866,0.25,7.2,9,71.52,1
mosul,2024-05-05,86.9,100,1,47.6,16.1,0.2,0.5,-0.866,0.25,82.9,1,44.23,0
mosul,2024-05-06,70.2,99,0,79.3,14.4,2.1,0.5,-0.866,0.25,31.9,5,71.54,0
mosul,2024-05-07,48.6,100,5,86.4,6.5,0.0,0.5,-0.866,0.25,29.4,6,71.94,1
mosul,2024-05-08,0.0,0,10,67.8,8.3,0.0,0.5,-0.866,0.25,5.5,9,46.31,1
mosul,2024-05-09,61.5,100,2,51.9,2.3,0.0,0.5,-0.866,0.25,59.6,4,40.62,0
mosul,2024-05-10,92.9,100,0,43.1,5.4,0.0,0.5,-0.866,0.25,78.7,1,23.59,0
mosul,2024-05-11,75.7,100,0,36.9,21.2,0.0,0.5,-0.866,0.25,39.0,4,86.01,0
mosul,2024-05-12,22.5,100,7,40.0,13.7,0.0,0.5,-0.866,0.25,4.1,10,44.88,1
mosul,2024-05-13,48.8,66,1,57.2,12.1,0.0,0.5,-0.866,0.25,4.5,10,43.57,1
mosul,2024-05-14,19.3,42,6,56.4,10.2,0.0,0.5,-0.866,0.25,5.6,9,43.3,1
mosul,2024-05-15,63.1,93,0,42.2,14.5,0.0,0.5,-0.866,0.25,21.7,7,35.74,1
mosul,2024-05-16,27.2,61,5,39.9,9.2,0.0,0.5,-0.866,0.25,6.5,8,54.19,1
mosul,2024-05-17,33.9,76,4,31.8,18.3,0.0,0.5,-0.866,0.25,3.8,10,12.76,1
mosul,2024-05-18,52.9,100,2,35.0,13.7,0.0,0.5,-0.866,0.25,22.2,7,8.31,1
mosul,2024-05-19,93.6,100,0,39.2,5.1,0.0,0.5,-0.866,0.25,80.7,0,52.51,0
mosul,2024-05-20,18.2,92,8,54.6,14.0,0.0,0.5,-0.866,0.25,0.4,10,47.28,1
mosul,2024-05-21,87.9,100,0,40.8,14.4,0.0,0.5,-0.866,0.25,45.7,3,44.71,0
mosul,2024-05-22,9.4,92,9,47.0,7.1,0.0,0.5,-0.866,0.25,8.4,9,46.71,1
mosul,2024-05-23,48.0,100,4,42.2,14.1,0.0,0.5,-0.866,0.25,64.5,0,50.94,0
mosul,2024-05-24,0.0,0,10,29.0,14.5,0.0,0.5,-0.866,0.25,0.0,10,41.3,1
mosul,2024-05-25,12.1,65,8,38.2,15.2,0.0,0.5,-0.866,0.25,1.0,10,5.47,1
mosul,2024-05-26,1.4,5,10,37.6,10.9,0.0,0.5,-0.866,0.25,0.0,10,24.43,1
mosul,2024-05-27,23.6,100,8,35.6,4.7,0.0,0.5,-0.866,0.25,16.8,8,3.52,1
mosul,2024-05-28,80.0,100,0,24.6,31.9,0.1,0.5,-0.866,0.25,87.3,0,46.34,0
mosul,2024-05-29,32.8,95,4,35.8,8.7,0.0,0.5,-0.866,0.25,13.5,8,64.26,1
mosul,2024-05-30,30.4,55,3,22.7,20.5,0.0,0.5,-0.866,0.25,4.4,10,31.28,1
mosul,2024-05-31,0.0,0,10,24.0,18.8,0.0,0.5,-0.866,0.25,0.0,10,9.87,1
mosul,2024-06-01,3.7,22,10,27.8,8.3,0.0,0.0,-1.0,0.25,0.0,10,0.88,1
mosul,2024-06-02,0.0,0,10,27.3,5.0,0.0,0.0,-1.0,0.25,0.0,10,0.27,1
mosul,2024-06-03,1.3,13,10,25.2,3.3,0.0,0.0,-1.0,0.25,0.0,10,1.0,1
mosul,2024-06-04,4.5,23,10,17.9,15.8,0.0,0.0,-1.0,0.25,0.0,10,0.56,1
mosul,2024-06-05,1.8,15,10,17.2,5.5,0.0,0.0,-1.0,0.25,0.0,10,1.43,1
mosul,2024-06-06,0.0,0,10,23.7,6.9,0.0,0.0,-1.0,0.25,0.0,10,1.56,1
mosul,2024-06-07,6.1,32,9,25.9,9.8,0.0,0.0,-1.0,0.25,0.0,10,1.36,1
mosul,2024-06-08,89.2,100,0,27.7,13.6,0.1,0.0,-1.0,0.25,27.2,5,12.26,0
mosul,2024-06-09,21.1,100,8,21.1,16.4,0.0,0.0,-1.0,0.25,2.9,10,38.32,1
mosul,2024-06-10,73.8,100,0,29.8,18.2,0.1,0.0,-1.0,0.25,27.1,6,72.39,1
mosul,2024-06-11,0.3,2,10,23.3,15.9,0.0,0.0,-1.0,0.25,0.0,10,14.21,1
mosul,2024-06-12,0.1,1,10,25.5,9.0,0.0,0.0,-1.0,0.25,3.0,10,2.83,1
mosul,2024-06-13,2.1,15,10,22.8,16.3,0.0,0.0,-1.0,0.25,0.0,10,2.82,1
mosul,2024-06-14,0.0,0,10,19.5,7.5,0.0,0.0,-1.0,0.25,0.0,10,1.19,1
mosul,2024-06-15,0.1,1,10,20.7,6.7,0.0,0.0,-1.0,0.25,0.1,10,3.38,1
mosul,2024-06-16,1.5,9,10,18.4,14.3,0.0,0.0,-1.0,0.25,2.6,10,23.93,1
mosul,2024-06-17,10.7,62,9,14.4,11.6,0.0,0.0,-1.0,0.25,0.0,10,6.08,1
mosul,2024-06-18,0.0,0,10,21.4,19.2,0.0,0.0,-1.0,0.25,0.0,10,5.02,1
mosul,2024-06-19,0.0,0,10,16.3,12.1,0.0,0.0,-1.0,0.25,0.0,10,10.52,1
mosul,2024-06-20,59.5,100,1,21.2,6.6,0.0,0.0,-1.0,0.25,9.0,7,4.55,1
mosul,2024-06-21,2.9,14,10,17.1,19.2,0.0,0.0,-1.0,0.25,0.0,10,34.32,1
mosul,2024-06-22,47.2,81,2,21.0,11.5,0.0,0.0,-1.0,0.25,12.8,9,25.4,1
mosul,2024-06-23,24.6,100,6,19.7,15.6,0.0,0.0,-1.0,0.25,25.2,6,21.23,1
mosul,2024-06-24,0.0,0,10,33.6,8.7,0.0,0.0,-1.0,0.25,0.0,10,37.6,1
mosul,2024-06-25,29.1,50,4,24.4,6.3,0.0,0.0,-1.0,0.25,6.7,9,4.71,1
mosul,2024-06-26,0.0,0,10,16.3,23.3,0.0,0.0,-1.0,0.25,0.0,10,13.95,1
mosul,2024-06-27,0.0,0,10,18.0,6.5,0.0,0.0,-1.0,0.25,0.0,10,8.94,1
mosul,2024-06-28,0.0,0,10,13.0,12.6,0.0,0.0,-1.0,0.25,0.0,10,4.83,1
mosul,2024-06-29,0.1,1,10,18.0,9.8,0.0,0.0,-1.0,0.25,0.0,10,8.03,1
mosul,2024-06-30,4.3,31,9,17.7,14.8,0.0,0.0,-1.0,0.25,0.0,10,5.0,1
mosul,2024-07-01,30.0,60,3,26.8,19.6,0.0,-0.5,-0.866,0.25,0.0,10,40.51,1
mosul,2024-07-02,32.2,53,3,19.9,20.7,0.0,-0.5,-0.866,0.25,0.0,10,7.32,1
mosul,2024-07-03,0.0,0,10,21.6,14.7,0.0,-0.5,-0.866,0.25,0.0,10,7.36,1
mosul,2024-07-04,0.0,0,10,18.7,10.6,0.0,-0.5,-0.866,0.25,0.0,10,2.23,1
mosul,2024-07-05,0.6,4,10,14.7,23.7,0.0,-0.5,-0.866,0.25,0.0,10,3.75,1
mosul,2024-07-06,0.0,0,10,25.3,21.4,0.0,-0.5,-0.866,0.25,0.0,10,7.05,1
mosul,2024-07-07,15.7,46,6,31.1,10.8,0.0,-0.5,-0.866,0.25,0.0,10,7.09,1
mosul,2024-07-08,43.7,65,3,28.4,10.5,0.0,-0.5,-0.866,0.25,0.0,10,7.21,1
mosul,2024-07-09,37.4,70,3,26.2,8.1,0.0,-0.5,-0.866,0.25,0.5,10,15.91,1
mosul,2024-07-10,3.1,20,10,18.6,14.5,0.0,-0.5,-0.866,0.25,4.5,9,30.41,1
mosul,2024-07-11,2.8,13,10,17.8,12.2,0.0,-0.5,-0.866,0.25,17.4,8,15.64,1
mosul,2024-07-12,0.0,0,10,17.0,14.0,0.0,-0.5,-0.866,0.25,0.0,10,6.61,1
mosul,2024-07-13,0.0,0,10,21.8,12.3,0.0,-0.5,-0.866,0.25,0.0,10,10.57,1
mosul,2024-07-14,26.6,46,4,28.9,9.2,0.0,-0.5,-0.866,0.25,0.0,10,8.12,1
mosul,2024-07-15,14.4,34,6,27.2,11.8,0.0,-0.5,-0.866,0.25,0.1,10,13.72,1
mosul,2024-07-16,9.2,30,9,22.6,10.2,0.0,-0.5,-0.866,0.25,0.0,10,7.54,1
mosul,2024-07-17,0.0,0,10,19.0,12.0,0.0,-0.5,-0.866,0.25,0.0,10,3.6,1
mosul,2024-07-18,0.3,3,10,27.1,7.1,0.0,-0.5,-0.866,0.25,0.4,10,7.22,1
mosul,2024-07-19,52.9,74,0,20.9,15.2,0.0,-0.5,-0.866,0.25,0.3,10,7.44,1
mosul,2024-07-20,6.2,20,10,20.3,18.9,0.0,-0.5,-0.866,0.25,0.0,10,14.06,1
mosul,2024-07-21,0.1,1,10,20.7,14.4,0.0,-0.5,-0.866,0.25,0.4,10,2.6,1
mosul,2024-07-22,1.1,5,10,22.6,8.9,0.0,-0.5,-0.866,0.25,0.0,10,6.42,1
mosul,2024-07-23,4.3,26,9,18.3,14.0,0.0,-0.5,-0.866,0.25,0.0,10,4.37,1
mosul,2024-07-24,4.9,22,10,15.1,13.6,0.0,-0.5,-0.866,0.25,0.1,10,4.4,1
mosul,2024-07-25,0.0,0,10,17.7,14.9,0.0,-0.5,-0.866,0.25,0.0,10,5.18,1
mosul,2024-07-26,3.1,23,10,26.2,16.9,0.0,-0.5,-0.866,0.25,0.0,10,2.89,1
mosul,2024-07-27,4.5,19,10,25.1,9.6,0.0,-0.5,-0.866,0.25,0.0,10,4.39,1
mosul,2024-07-28,2.4,14,10,20.6,6.5,0.0,-0.5,-0.866,0.25,0.0,10,7.03,1
mosul,2024-07-29,3.8,18,10,22.3,21.7,0.0,-0.5,-0.866,0.25,0.0,10,10.14,1
mosul,2024-07-30,0.0,0,10,20.6,7.5,0.0,-0.5,-0.866,0.25,0.0,10,6.24,1
mosul,2024-07-31,0.0,0,10,26.4,10.0,0.0,-0.5,-0.866,0.25,0.0,10,2.87,1
mosul,2024-08-01,7.1,17,10,20.6,9.4,0.0,-0.866,-0.5,0.25,0.0,10,4.2,1
mosul,2024-08-02,18.5,38,5,21.0,10.3,0.0,-0.866,-0.5,0.25,0.0,10,4.18,1
mosul,2024-08-03,23.7,45,4,15.9,12.1,0.0,-0.866,-0.5,0.25,0.0,10,3.38,1
mosul,2024-08-04,0.7,4,10,16.7,11.2,0.0,-0.866,-0.5,0.25,0.0,10,8.13,1
mosul,2024-08-05,0.0,0,10,18.5,9.5,0.0,-0.866,-0.5,0.25,0.0,10,3.29,1
mosul,2024-08-06,0.0,0,10,19.3,7.9,0.0,-0.866,-0.5,0.25,0.0,10,2.82,1
mosul,2024-08-07,0.7,7,10,19.1,9.4,0.0,-0.866,-0.5,0.25,0.0,10,2.38,1
mosul,2024-08-08,0.1,1,10,16.8,12.1,0.0,-0.866,-0.5,0.25,0.0,10,9.78,1
mosul,2024-08-09,0.2,2,10,18.2,14.2,0.0,-0.866,-0.5,0.25,0.0,10,15.94,1
mosul,2024-08-10,0.0,0,10,21.0,15.8,0.0,-0.866,-0.5,0.25,0.0,10,7.98,1
mosul,2024-08-11,0.1,1,10,15.9,11.2,0.0,-0.866,-0.5,0.25,0.0,10,4.96,1
mosul,2024-08-12,8.4,29,8,19.0,14.8,0.0,-0.866,-0.5,0.25,0.1,10,5.49,1
mosul,2024-08-13,5.1,39,9,25.7,7.9,0.0,-0.866,-0.5,0.25,0.0,10,4.45,1
mosul,2024-08-14,13.7,39,7,21.9,7.6,0.0,-0.866,-0.5,0.25,0.0,10,10.15,1
mosul,2024-08-15,1.8,18,10,18.9,9.0,0.0,-0.866,-0.5,0.25,0.0,10,2.79,1
mosul,2024-08-16,1.3,12,10,23.7,14.8,0.0,-0.866,-0.5,0.25,0.1,10,7.41,1
mosul,2024-08-17,4.9,27,9,27.2,11.9,0.0,-0.866,-0.5,0.25,0.0,10,9.81,1
mosul,2024-08-18,30.0,66,5,27.0,6.9,0.0,-0.866,-0.5,0.25,0.4,10,13.95,1
mosul,2024-08-19,16.5,49,8,26.2,7.7,0.0,-0.866,-0.5,0.25,0.0,10,5.09,1
mosul,2024-08-20,0.9,7,10,17.9,15.9,0.0,-0.866,-0.5,0.25,0.0,10,4.59,1
mosul,2024-08-21,4.6,25,9,20.9,14.2,0.0,-0.866,-0.5,0.25,0.0,10,3.69,1
mosul,2024-08-22,0.0,0,10,21.9,7.2,0.0,-0.866,-0.5,0.25,0.0,10,6.36,1
mosul,2024-08-23,0.0,0,10,26.7,7.1,0.0,-0.866,-0.5,0.25,0.0,10,3.92,1
mosul,2024-08-24,0.2,2,10,19.6,11.7,0.0,-0.866,-0.5,0.25,0.0,10,13.5,1
mosul,2024-08-25,0.0,0,10,31.1,15.8,0.0,-0.866,-0.5,0.25,0.0,10,18.46,1
mosul,2024-08-26,0.0,0,10,27.6,11.9,0.0,-0.866,-0.5,0.25,0.0,10,2.87,1
mosul,2024-08-27,4.8,46,9,23.5,9.3,0.0,-0.866,-0.5,0.25,4.5,9,22.93,1
mosul,2024-08-28,0.0,0,10,24.5,12.3,0.0,-0.866,-0.5,0.25,0.0,10,4.55,1
mosul,2024-08-29,12.9,25,9,25.4,13.6,0.0,-0.866,-0.5,0.25,0.0,10,8.66,1
mosul,2024-08-30,0.0,0,10,28.0,16.3,0.0,-0.866,-0.5,0.25,0.0,10,6.58,1
mosul,2024-08-31,0.0,0,10,32.8,6.3,0.0,-0.866,-0.5,0.25,0.0,10,10.1,1
mosul,2024-09-01,0.0,0,10,31.9,11.3,0.0,-1.0,-0.0,0.25,0.0,10,5.08,1
mosul,2024-09-02,0.0,0,10,28.0,14.6,0.0,-1.0,-0.0,0.25,0.0,10,6.14,1
mosul,2024-09-03,0.0,0,10,28.4,11.5,0.0,-1.0,-0.0,0.25,0.0,10,5.42,1
mosul,2024-09-04,0.1,1,10,34.0,8.9,0.0,-1.0,-0.0,0.25,0.0,10,10.87,1
mosul,2024-09-05,24.9,49,5,35.8,8.4,0.0,-1.0,-0.0,0.25,0.0,10,5.23,1
mosul,2024-09-06,0.0,0,10,34.0,8.1,0.0,-1.0,-0.0,0.25,0.0,10,3.21,1
mosul,2024-09-07,0.0,0,10,29.0,5.3,0.0,-1.0,-0.0,0.25,0.5,10,4.93,1
mosul,2024-09-08,49.2,73,0,32.9,6.5,0.0,-1.0,-0.0,0.25,11.2,8,6.74,1
mosul,2024-09-09,17.8,45,8,28.3,3.4,0.0,-1.0,-0.0,0.25,9.2,8,25.81,1
mosul,2024-09-10,0.0,0,10,23.2,15.1,0.0,-1.0,-0.0,0.25,0.9,10,18.85,1
mosul,2024-09-11,0.0,0,10,23.1,16.6,0.0,-1.0,-0.0,0.25,0.1,10,7.96,1
mosul,2024-09-12,37.5,61,2,27.6,9.0,0.0,-1.0,-0.0,0.25,0.0,10,4.62,1
mosul,2024-09-13,1.3,8,10,36.2,6.2,0.0,-1.0,-0.0,0.25,0.0,10,4.82,1
mosul,2024-09-14,0.5,5,10,34.4,5.8,0.0,-1.0,-0.0,0.25,0.0,10,7.58,1
mosul,2024-09-15,3.2,12,10,27.1,10.5,0.0,-1.0,-0.0,0.25,0.0,10,10.02,1
mosul,2024-09-16,7.7,26,9,38.3,10.9,0.0,-1.0,-0.0,0.25,0.0,10,8.14,1
mosul,2024-09-17,6.5,21,10,41.7,11.5,0.0,-1.0,-0.0,0.25,0.1,10,7.7,1
mosul,2024-09-18,81.8,100,1,40.6,7.3,0.0,-1.0,-0.0,0.25,71.9,3,24.25,0
mosul,2024-09-19,68.4,100,2,38.0,4.7,0.0,-1.0,-0.0,0.25,31.2,5,64.65,0
mosul,2024-09-20,73.6,100,2,51.6,4.8,0.0,-1.0,-0.0,0.25,59.7,3,61.78,0
mosul,2024-09-21,63.0,78,0,44.3,14.4,0.0,-1.0,-0.0,0.25,33.7,3,63.99,0
mosul,2024-09-22,98.0,100,0,39.8,9.7,0.0,-1.0,-0.0,0.25,85.5,0,61.34,0
mosul,2024-09-23,20.8,100,7,39.9,9.5,0.0,-1.0,-0.0,0.25,0.0,10,43.01,1
mosul,2024-09-24,11.0,62,8,35.3,10.0,0.0,-1.0,-0.0,0.25,0.6,10,9.36,1
mosul,2024-09-25,0.0,0,10,34.5,7.6,0.0,-1.0,-0.0,0.25,0.0,10,3.38,1
mosul,2024-09-26,0.0,0,10,33.7,5.4,0.0,-1.0,-0.0,0.25,0.0,10,6.13,1
mosul,2024-09-27,15.6,68,8,32.3,6.9,0.0,-1.0,-0.0,0.25,0.0,10,3.56,1
mosul,2024-09-28,4.2,29,9,25.3,12.5,0.0,-1.0,-0.0,0.25,0.0,10,1.55,1
mosul,2024-09-29,0.8,7,10,20.0,5.2,0.0,-1.0,-0.0,0.25,0.0,10,2.67,1
mosul,2024-09-30,0.0,0,10,30.7,5.7,0.0,-1.0,-0.0,0.25,0.0,10,2.56,1
mosul,2024-10-01,32.0,72,6,34.8,10.2,0.0,-0.866,0.5,0.25,6.3,10,23.44,1
mosul,2024-10-02,9.8,55,8,36.8,9.1,0.0,-0.866,0.5,0.25,0.7,10,28.74,1
mosul,2024-10-03,0.0,0,10,38.2,6.4,0.0,-0.866,0.5,0.25,0.0,10,1.7,1
mosul,2024-10-04,0.0,0,10,34.2,4.7,0.0,-0.866,0.5,0.25,0.0,10,4.03,1
